gene_symbol,Snap23
mouse_strain,C57BL
gene_accession_id,MGI:109356
pvalue,0.1342121
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
parameter_id,JAXLA_OFD_020_001
analysis_id,65tov9254xfb3l5
