gene_symbol,Fgb
analysis_id,y5x96c38gl173yb
parameter_name,Heart weight
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,HMGULA_HWT_008_001
pvalue,0.7556996
