parameter_id,JAX_LDT_003_001
pvalue,0.3949909
parameter_name,Time mobile light side
analysis_id,yri8t701miwm2my
mouse_life_stage,Early adult
gene_accession_id,MGI:1860103
mouse_strain,C57BL
gene_symbol,Slc2a8
