parameter_name,Whole arena average speed
parameter_id,IMPC_OFD_009_001
mouse_strain,C57BL
gene_symbol,Bach2
analysis_id,3s658dd53v0yt8a
gene_accession_id,MGI:894679
pvalue,0.4295862
mouse_life_stage,Early adult
