gene_symbol,Lpgat1
mouse_life_stage,E18.5
parameter_name,Monocyte percentage
pvalue,0.0995665
gene_accession_id,MGI:2446186
analysis_id,90z533gbqle2c85
parameter_id,MGP_PBI_016_001
mouse_strain,C57BL
