gene_symbol,Bmi1
analysis_id,20p81umf15o7uoy
mouse_life_stage,E15.5
parameter_id,MGP_PBI_012_001
parameter_name,CD4+ KLRG1+ alpha beta T cell percentage
gene_accession_id,MGI:88174
pvalue,0.9364618
mouse_strain,C57BL
