mouse_strain,C57BL
analysis_id,92q49e3ten9dk6a
parameter_id,IMPC_GEP_017_001
parameter_name,Facial Morphology
gene_symbol,Dnajc8
pvalue,0.7137408
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
