parameter_id,JAX_LDT_005_001
analysis_id,x6q28pjn6cs2np9
pvalue,0.1341348
mouse_strain,C57BL
gene_symbol,Zfp683
mouse_life_stage,Early adult
parameter_name,Time mobile dark side
gene_accession_id,MGI:3650254
