parameter_name,Distance travelled - total
mouse_strain,C51BL
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
parameter_id,JAXLA_OFD_020_001
analysis_id,eu7622i5u12r33q
pvalue,0.6608563
mouse_life_stage,E9.5
