gene_symbol,Col6a3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Total cholesterol
analysis_id,5m6878i2y4fl8oe
parameter_id,IMPC_CBC_015_001
gene_accession_id,MGI:88461
pvalue,0.525961
