gene_accession_id,MGI:1914309
gene_symbol,Ola1
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_CSD_007_001
pvalue,0.4435778
parameter_name,Coat - color - abdomen
analysis_id,0ac93f540q287wp
