parameter_name,Whole arena resting time
analysis_id,7g9g83w34trw87b
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_007_001
mouse_strain,129SV
pvalue,0.1380459
gene_accession_id,MGI:99605
gene_symbol,Cntfr
