parameter_name,Whole arena average speed
pvalue,0.3295821
analysis_id,1oyhmxr8gefv2j8
gene_symbol,Mecom
mouse_life_stage,E12.5
parameter_id,JAXLA_OFD_009_001
mouse_strain,C57BL
gene_accession_id,MGI:95457
