gene_symbol,AU040320
parameter_id,MGP_IMM_082_001
parameter_name,Resting CD8+ T cells - % of CD45+
gene_accession_id,MGI:2140475
analysis_id,404h68616bzcb93
mouse_life_stage,Late adult
pvalue,0.3671183
mouse_strain,C57BL
