gene_symbol,Nipal3
pvalue,0.7578637
gene_accession_id,MGI:1921802
analysis_id,09o16qyo80cw927
parameter_id,IMPC_IMM_071_001
mouse_life_stage,Early adult
parameter_name,MZB (CD21/35 high)
mouse_strain,129SV
