parameter_id,IMPC_GEO_011_001
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
gene_symbol,Snap23
analysis_id,14ix01y8rwropc6
mouse_strain,C57BL
parameter_name,Blood Vessel Morphology
pvalue,0.5420298
