gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
analysis_id,4259d40t4z3gh61
mouse_life_stage,Middle aged adult
parameter_name,Periphery resting time
pvalue,0.2794218
mouse_strain,C53BL
parameter_id,HRWLLA_OFD_011_001
