parameter_id,JAXLA_CSD_021_001
analysis_id,ch108s1d4l0d5n5
parameter_name,Hindlimbs - shape
gene_symbol,Nucks1
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
pvalue,0.7901041
