parameter_id,ESLIM_011_001_009
parameter_name,PP3 + pulse startle magnitude
analysis_id,b991x5nwi7dz81q
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
pvalue,0.6963247
mouse_strain,C57BL
