parameter_id,IMPC_ECG_003_001
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5652695
analysis_id,b526g808hu630z4
parameter_name,CV
