parameter_id,HMGULA_CBC_009_001
mouse_life_stage,Early adult
analysis_id,d25r16901sko942
gene_accession_id,MGI:2442483
mouse_strain,C57BL
parameter_name,Calcium
pvalue,0.649604
gene_symbol,Usp37
