parameter_id,IMPC_ACS_037_001
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
mouse_life_stage,E15.5
pvalue,0.5521935
mouse_strain,C57BL
analysis_id,t487wy9d99538ll
parameter_name,% Pre-pulse inhibition - Global
