gene_symbol,Rab13
gene_accession_id,MGI:1927232
mouse_life_stage,Early adult
analysis_id,t5z3pieal095f30
mouse_strain,C57BL
parameter_name,Retinal Blood Vessels Pattern
pvalue,0.8836465
parameter_id,IMPC_EYE_026_001
