mouse_life_stage,E9.5
analysis_id,8y4i00e35os4s2q
pvalue,0.5212665
parameter_id,ESLIM_007_001_003
parameter_name,Whole arena resting time
gene_accession_id,MGI:95835
gene_symbol,Hspa5
mouse_strain,C57BL
