mouse_strain,129SV
analysis_id,xejj0cxre823y2a
pvalue,0.9949703
mouse_life_stage,Early adult
parameter_name,KLRG1+ gd T cells - % of CD45+
parameter_id,MGP_IMM_089_001
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
