parameter_id,JAXLA_CSD_041_002
gene_symbol,Dmap1
analysis_id,49455k479bx7p4m
pvalue,0.8209571
mouse_strain,C57BL
gene_accession_id,MGI:1913483
mouse_life_stage,E12.5
parameter_name,Hindpaw - size
