gene_symbol,Mapkap1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_DXA_006_001
gene_accession_id,MGI:2444554
pvalue,0.4632854
parameter_name,Body length
analysis_id,05xl9t5baa8va5p
