gene_symbol,Snrpb2
parameter_id,IMPC_CSD_012_001
gene_accession_id,MGI:104805
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.3615893
analysis_id,2785g1ezwwhwk38
parameter_name,Coat - hair distribution - head
