parameter_name,Periphery average speed
gene_accession_id,MGI:88461
pvalue,0.8482635
analysis_id,3o47c0ejv8f91n1
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,Early adult
gene_symbol,Col6a3
