gene_symbol,Mecom
pvalue,0.06984031
parameter_name,Effector gd T cells - % of gd T cells
mouse_life_stage,E15.5
parameter_id,MGP_IMM_020_001
mouse_strain,C57BL
gene_accession_id,MGI:95457
analysis_id,770wy52s18b691l
