gene_symbol,Tnfsf10
mouse_strain,C57BL
pvalue,0.1904083
gene_accession_id,MGI:107414
parameter_id,JAX_LDT_005_001
mouse_life_stage,Early adult
analysis_id,f2p09w0om68jk81
parameter_name,Time mobile dark side
