parameter_id,JAX_LDT_004_001
parameter_name,Dark side time spent
analysis_id,05x6ex6r9228b7m
gene_accession_id,MGI:2444777
gene_symbol,Ncaph
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9126242
