gene_symbol,Dcaf10
gene_accession_id,MGI:2140179
analysis_id,73d1557d2341q5o
parameter_id,IMPC_GEO_064_001
mouse_life_stage,Early adult
pvalue,0.6867329
mouse_strain,C57BL
parameter_name,Edema
