gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_002
parameter_name,PP1 startle magnitude
pvalue,0.8377097
analysis_id,92k2a96c9abp4rw
