parameter_name,Lean/Body weight
parameter_id,IMPC_DXA_008_001
gene_symbol,Bmi1
analysis_id,1d0cnd3400bew31
mouse_strain,C57BL
pvalue,0.2767652
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
