mouse_life_stage,Early adult
gene_accession_id,MGI:1921262
mouse_strain,C57BL
parameter_name,Total B cells - % of CD45+
parameter_id,MGP_IMM_041_001
gene_symbol,Rap2b
pvalue,0.8725477
analysis_id,5ld61z8e66whdv8
