mouse_strain,C57BL
analysis_id,8859ehe5mlh15ih
gene_accession_id,MGI:2443129
gene_symbol,Golm2
mouse_life_stage,Early adult
parameter_id,MGP_IMM_007_001
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
pvalue,0.3330544
