gene_symbol,Tiprl
pvalue,0.1301268
parameter_name,Hemoglobin
parameter_id,IMPC_HEM_003_001
gene_accession_id,MGI:1915087
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,f935821msn46a2v
