gene_symbol,Zyg11b
pvalue,0.1459948
parameter_id,HRWLLA_FEA_015_001
gene_accession_id,MGI:2685277
mouse_strain,C57BL
parameter_name,Cue Baseline % Freezing Time
analysis_id,705057na51p5xz0
mouse_life_stage,Early adult
