parameter_id,JAXLA_DXA_007_001
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,w478110n38n42xs
pvalue,0.7235068
parameter_name,BMC/Body weight
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
