parameter_name,Whole arena resting time
gene_symbol,Slc2a8
pvalue,0.2732656
gene_accession_id,MGI:1860103
mouse_strain,C57BL
analysis_id,l8qe2674695o8rl
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_007_001
