parameter_id,ESLIM_004_001_701
parameter_name,Glucose response AUC
analysis_id,y4tpa18k29z8017
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1913284
gene_symbol,Psmd14
pvalue,0.1659877
