gene_symbol,Jun
pvalue,0.3315414
mouse_strain,C57BL
gene_accession_id,MGI:96646
mouse_life_stage,E9.5
analysis_id,3t48sm195mdsauw
parameter_name,Clavicle
parameter_id,IMPC_XRY_007_001
