gene_symbol,Ahctf1
parameter_id,MGP_PBI_018_001
parameter_name,Ly6Clow monocyte percentage
analysis_id,6xot65vc38646jw
mouse_strain,C57BL
pvalue,0.7997274
gene_accession_id,MGI:1915033
mouse_life_stage,Early adult
