mouse_life_stage,E9.5
pvalue,0.9494963
gene_accession_id,MGI:95835
analysis_id,2e7tsy5bsq7fvu3
parameter_id,MGP_PBI_033_001
parameter_name,CD8+ KLRG1+ alpha beta T cell number
gene_symbol,Hspa5
mouse_strain,C57BL
