gene_symbol,Fgb
analysis_id,rfa774g970euc19
pvalue,0.4284832
mouse_life_stage,E15.5
parameter_id,MGP_IMM_028_001
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
mouse_strain,C57BL
gene_accession_id,MGI:99501
