gene_symbol,Dnajc8
parameter_name,Effector CD4+ T helper cells - % of CD45+
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
pvalue,0.9843029
parameter_id,MGP_IMM_073_001
analysis_id,0rt389z517e150p
