gene_symbol,Slc17a9
mouse_strain,C57BL
parameter_name,B cell percentage
mouse_life_stage,Early adult
pvalue,0.1381225
gene_accession_id,MGI:1919107
analysis_id,efp8fu8p7153g01
parameter_id,MGP_PBI_014_001
