Parameter_id,IMPC_CSD_028_001
mouse_strain,C57BL
analysis_id,490g9gp0z5842ns
Gene_accession_id,MGI:88174
mouse_life_stage,E12.5
Parameter_name,Snout size
gene_symbol,Bmi1
pvalue,0.5474434
