gene_symbol,Rab17
parameter_id,IMPC_ECH_003_001
parameter_name,Stroke Volume
mouse_strain,C57BL
gene_accession_id,MGI:104640
pvalue,0.955401
analysis_id,26l1s0mh6z63204
mouse_life_stage,Early adult
