gene_symbol,Fgb
pvalue,0.8784067
analysis_id,38wb72tp5f41n9l
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
parameter_id,ESLIM_011_001_002
mouse_strain,C57BL
parameter_name,PP1 startle magnitude
