gene_symbol,Hnf4a
parameter_name,Resting NK cells - % of CD45+
gene_accession_id,MGI:109128
analysis_id,m136n4u29q21d3k
pvalue,0.4773701
parameter_id,MGP_IMM_100_001
mouse_life_stage,Late adult
mouse_strain,C57BL
