gene_symbol,Ahcy
mouse_strain,C57BL
pvalue,0.150934
gene_accession_id,MGI:87968
parameter_id,MGP_PBI_010_001
analysis_id,e585gw6979hpv90
mouse_life_stage,Early adult
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
