parameter_id,IMPC_XRY_065_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Lumbar processes
analysis_id,x867e7r489d67rd
pvalue,0.7762719
gene_accession_id,MGI:2181659
gene_symbol,Tox
