gene_symbol,Cisd2
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.3881073
parameter_id,IMPC_CBC_003_001
analysis_id,b9qzw862l68t6d1
gene_accession_id,MGI:1914256
parameter_name,Chloride
