mouse_strain,129SV
pvalue,0.124643
analysis_id,8y59un39rhd101z
parameter_id,M-G-P_006_001_026
gene_accession_id,MGI:104848
gene_symbol,Inpp1
parameter_name,Fusion of vertebrae
mouse_life_stage,Early adult
