parameter_id,MGP_PBI_032_001
mouse_strain,C57BL
parameter_name,CD4+ KLRG1+ alpha beta T cell number
pvalue,0.5639743
gene_accession_id,MGI:1914071
mouse_life_stage,Early adult
analysis_id,x6uri10405773p4
gene_symbol,Bcs1l
