mouse_life_stage,E9.5
parameter_id,JAX_LDT_003_001
mouse_strain,C57BL
analysis_id,uka201z2lw39q7b
gene_symbol,Cdin1
parameter_name,Time mobile light side
pvalue,0.6809483
gene_accession_id,MGI:3026886
