gene_symbol,Eprs1
mouse_life_stage,Early adult
analysis_id,8139804i8y66ii8
mouse_strain,C57BL
parameter_id,JAX_OFD_013_001
gene_accession_id,MGI:97838
pvalue,0.1749408
parameter_name,Periphery average speed
