gene_symbol,Sass6
parameter_id,IMPC_CSD_016_001
analysis_id,3824ku3pfahm7m4
parameter_name,Coat - hair texture / appearance - abdomen
mouse_strain,C57BL
pvalue,0.1133422
gene_accession_id,MGI:1920026
mouse_life_stage,E12.5
