gene_symbol,Nanp
analysis_id,31561n1443w3ip0
parameter_name,Total CD8+ T cells - % of ab T cells
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914561
parameter_id,MGP_IMM_013_001
pvalue,0.5436327
