parameter_name,Creatinine
pvalue,0.9392458
mouse_life_stage,Early adult
gene_accession_id,MGI:3522699
mouse_strain,C57BL
analysis_id,35v4wc7504275f0
gene_symbol,Trpa1
parameter_id,JAX_URI_002_001
