parameter_id,IMPC_CBC_013_001
mouse_life_stage,Early adult
pvalue,0.3639603
gene_accession_id,MGI:1933159
gene_symbol,Rnf114
parameter_name,Alanine aminotransferase
mouse_strain,C57BL
analysis_id,2ur863u88s3312d
