gene_symbol,Sfpq
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,v88n49r925624q4
gene_accession_id,MGI:1918764
parameter_name,Urea (Blood Urea Nitrogen - BUN)
pvalue,0.1586612
parameter_id,IMPC_CBC_004_001
